6E1X,A,1.35,1,	d4jxqa_	26.923	78	56	1	87	164	85	161	4.70e-05	37.0
5DWF,A,1.83,1,	d2rkqa_	40.123	162	95	2	4	164	4	164	1.22e-38	124
5YRH,A,1.20,1,	d2guda1	31.111	45	29	1	73	115	52	96	0.001	31.6
5Z0D,B,1.16,2,	d3awub_	92.857	84	0	1	40	123	1	78	1.38e-47	143
5O7U,A,1.15,1,	d1ofza_	32.000	100	54	5	1	89	111	207	1.17e-05	36.6
5O7U,A,1.15,1,	d1ofza_	33.735	83	41	4	16	85	76	157	2.20e-04	33.1
5O7U,A,1.15,1,	d1ofza_	30.000	100	52	5	3	89	212	306	4.11e-04	32.3
5M97,A,1.33,1,	d1wu9a1	45.833	48	22	1	24	71	16	59	2.82e-08	40.8
5NZO,A,1.29,1,	d1kjqa2	23.810	105	75	3	39	138	2	106	0.002	31.6
5DFF,A,1.57,1,	d3g91a_	41.154	260	148	4	18	276	1	256	5.59e-67	204
6H26,A,1.29,1,	d1e58a_	55.731	253	103	3	2	251	1	247	9.47e-101	288
6KBX,B,1.22,1,	d2icua_	95.455	220	0	2	2	221	1	210	2.72e-153	419
5OPF,A,1.08,1,	d4a02a_	26.923	78	51	3	116	193	94	165	0.001	32.3
6F7U,A,1.40,1,	d1zina2	42.857	35	20	0	122	156	1	35	6.83e-04	31.2
6M90,B,2.05,2,	d2p1ma2	80.000	60	12	0	84	143	1	60	5.26e-25	85.9
5YTX,A,1.55,1,	d3ulja_	42.857	77	33	2	14	83	8	80	3.51e-15	59.3
6RNI,A,1.54,1,	d3pdfa1	100.000	118	0	0	1	118	1	118	1.87e-88	247
5O7Q,A,1.72,1,	d2o9ux_	97.917	96	1	1	1	96	1	95	6.24e-66	188
6APE,A,1.45,1,	d4b4ua1	44.167	120	65	2	15	133	3	121	4.78e-27	97.4
5AMX,A,1.01,1,	d1gcia_	39.918	243	115	9	7	237	5	228	5.32e-37	127
6MB8,A,1.60,1,	d3ijwa_	28.996	269	164	7	10	268	14	265	1.44e-26	99.8
5VYQ,A,1.60,1,	d2blna2	27.419	124	73	4	67	181	63	178	1.76e-07	45.1
5U7A,A,1.53,1,	d3f0pa2	100.000	128	0	0	81	208	1	128	2.36e-94	266
5UR3,A,1.80,1,	d2pbka_	100.000	193	0	0	1	193	2	194	5.36e-143	392
6MMD,A,1.23,1,	d1nwza_	99.200	125	1	0	1	125	1	125	2.32e-92	257
5CGE,A,1.62,1,	d3rssa1	23.158	190	115	7	61	230	297	475	0.002	33.5
5N1P,A,1.45,1,	d2c71a1	27.411	197	123	6	2	192	1	183	2.47e-19	77.0
5IRC,A,1.72,1,	d1tx4a_	31.481	162	106	4	9	167	7	166	5.20e-24	89.4
5XQZ,A,2.10,1,	d1pi1a_	100.000	185	0	0	9	193	1	185	1.18e-143	392
4XMH,A,1.29,1,	d1x8qa_	41.667	180	102	3	5	182	2	180	4.52e-43	137
5GUI,A,1.20,1,	d1k6ka_	24.545	110	76	2	20	124	17	124	4.62e-04	33.1
5XA4,A,1.30,1,	d4jera_	28.804	184	109	7	2	175	1	172	4.54e-19	75.5
5NMV,K,1.65,3,	d1g6xa_	38.462	52	32	0	32	83	4	55	1.23e-10	47.4
4Z2O,A,1.17,1,	d2f01a_	30.159	126	61	8	20	132	8	119	1.24e-04	34.3
5M33,A,1.28,1,	d1g8qa_	100.000	89	0	0	4	92	1	89	1.23e-62	180
5M33,A,1.28,1,	d2z16a_	39.130	46	20	2	49	94	3	40	0.002	30.4
5KO9,A,1.50,1,	d2icua_	27.119	236	106	10	42	270	34	210	6.85e-15	66.6
4XLZ,A,1.51,1,	d1q74a_	26.573	143	74	6	33	150	4	140	1.59e-04	36.6
5CHP,A,1.70,1,	d4gt9a_	98.611	216	0	1	15	230	2	214	3.91e-160	437
5XVJ,A,1.40,1,	d3ldqb_	41.667	36	17	1	8	43	79	110	0.001	31.2
5D6V,A,1.50,1,	d3cima_	58.621	87	34	1	10	94	2	88	3.57e-30	98.2
5OL4,A,1.28,1,	d4ac7a_	98.000	100	2	0	1	100	1	100	6.31e-71	201
5COY,A,1.44,1,	d3tn2a_	51.562	64	31	0	1	64	5	68	6.18e-23	77.8
6GU2,C,2.00,3,	d1puca_	52.632	76	27	1	10	76	23	98	2.06e-24	83.2
5D8V,A,0.48,1,	d3a38a_	100.000	83	0	0	1	83	1	83	5.53e-60	172
5YQ4,A,1.58,1,	d1zgka1	42.361	288	160	3	14	297	2	287	4.12e-73	221
5YQ4,A,1.58,1,	d1zgka1	41.753	194	108	2	110	299	3	195	2.40e-43	145
5MUA,A,1.49,1,	d1knma_	28.000	100	60	3	46	145	40	127	0.008	30.8
6EI4,A,2.00,1,	d3awua_	43.310	284	144	11	4	284	2	271	9.74e-67	204
5AYS,A,2.09,1,	d2hxma_	41.629	221	127	2	27	245	3	223	2.65e-56	175
5BVR,A,1.46,1,	d1bkra_	53.211	109	49	2	126	234	2	108	1.40e-40	130
6AK2,A,1.87,1,	d1r6ja_	29.487	78	50	3	3	80	6	78	1.48e-04	32.0
4XHY,A,1.53,1,	d2r0xa_	27.007	137	95	2	23	155	2	137	9.09e-12	55.5
5B6C,A,1.55,1,	d3qq8a2	100.000	80	0	0	89	168	1	80	3.38e-56	166
6JQD,A,1.69,1,	d3lasa_	46.358	151	78	2	10	157	12	162	1.14e-47	147
5B8F,A,1.45,1,	d3f0da_	59.355	155	59	1	8	162	3	153	8.62e-62	183
5YDB,A,1.76,1,	d2y71a_	49.635	137	65	2	5	141	5	137	3.55e-36	117
5V91,A,1.30,1,	d1nkia_	65.441	136	44	1	1	136	1	133	2.03e-53	160
5OD6,A,2.00,1,	d1ozja_	100.000	122	0	0	4	125	5	126	6.41e-91	254
4Z2S,A,1.70,1,	d2ofca_	97.143	140	4	0	3	142	2	141	1.29e-104	290
5DLO,A,1.40,1,	d1m1fa_	28.000	100	67	2	17	115	3	98	6.37e-08	42.7
5VAR,A,1.83,1,	d2g3ra1	32.143	56	31	2	10	64	4	53	0.004	28.5
6F9K,A,1.40,1,	d1jhga_	99.010	101	1	0	8	108	1	101	9.99e-71	201
5T1X,A,1.70,1,	d2dpfa_	46.667	105	53	2	4	105	2	106	1.95e-24	84.7
5NMZ,A,1.60,1,	d2aska_	48.515	101	48	2	4	101	1	100	1.63e-22	79.3
3X34,A,0.76,1,	d1mj4a_	32.877	73	46	2	15	84	7	79	7.58e-08	40.8
6G6K,A,1.35,1,	d1nkpa_	96.471	85	3	0	10	94	4	88	8.38e-55	160
5SZD,A,1.49,1,	d2ylba_	60.000	60	23	1	7	66	1	59	2.87e-22	76.6
4Z5D,A,2.15,1,	d2xi8a_	35.417	48	31	0	10	57	2	49	3.69e-05	32.7
5UL6,A,1.45,1,	d2o9sa_	27.451	51	36	1	6	55	11	61	4.97e-06	34.7
6DNO,A,1.45,1,	d3h63a_	44.398	241	130	4	46	284	51	289	1.07e-68	211
6NFP,A,1.70,1,	d4hwwa_	42.053	302	161	5	6	295	2	301	1.43e-73	224
5BP5,A,2.18,1,	d1knma_	45.161	31	15	1	259	289	57	85	0.002	32.3
5BP5,A,2.18,1,	d1knma_	30.508	118	65	6	172	287	24	126	0.007	30.8
6ALW,A,1.63,1,	d2dt8a_	31.206	282	183	8	1	278	1	275	2.96e-36	125
5GV8,A,0.78,1,	d3w5ha2	100.000	147	0	0	126	272	1	147	4.30e-110	309
5GV8,A,0.78,1,	d3w5ha1	100.000	125	0	0	1	125	1	125	1.74e-89	256
5IAA,A,1.85,1,	d1jw9b_	25.726	241	145	8	13	248	26	237	2.87e-15	68.6
5C7H,A,1.30,1,	d1us0a_	30.405	296	157	9	8	265	5	289	2.23e-25	97.4
6APF,A,1.63,1,	d1mlaa2	40.426	47	27	1	121	166	3	49	2.22e-05	36.6
5KVA,A,1.83,1,	d3u81a_	26.257	179	121	4	71	246	18	188	3.43e-10	53.5
5WQW,A,1.76,1,	d1w66a1	37.838	37	23	0	125	161	68	104	0.005	32.0
5T9C,E,1.48,1,	d1vd6a_	26.877	253	142	8	12	261	1	213	2.16e-13	62.4
6GUE,B,1.99,2,	d2i53a1	25.243	103	61	3	47	136	43	142	0.002	32.3
6C6Z,A,2.10,1,	d2ghvc1	23.926	163	115	5	17	174	4	162	4.67e-04	34.7
4Y4Q,A,2.16,1,	d2oqza_	36.923	195	115	5	47	239	23	211	1.64e-39	131
5ISV,A,1.35,1,	d4jxqa_	28.302	53	38	0	68	120	87	139	4.89e-04	33.5
6EUA,A,2.10,1,	d2wnpf_	33.796	216	135	6	10	221	6	217	1.15e-34	118
5UF2,A,1.40,1,	d1o8ba2	54.167	72	33	0	136	207	1	72	1.56e-22	82.4
5G5G,A,1.70,1,	d1n62a1	38.043	92	41	2	139	229	1	77	4.97e-13	57.8
6NVX,A,1.36,1,	e1gk9.1A	36.216	185	116	2	9	192	6	189	2.15e-46	147
5YZP,A,1.58,1,	d3rloa1	48.421	95	47	1	20	114	6	98	6.32e-23	84.0
6HCI,A,2.12,1,	d1u2ha_	33.333	93	58	2	11	101	4	94	3.14e-12	52.8
5AQC,A,1.66,1,	d1vi6a_	30.108	93	55	4	33	125	38	120	0.003	31.6
4YQE,A,1.33,1,	d3zhoa_	98.477	197	0	1	1	197	1	194	2.76e-141	387
5YRV,B,1.55,2,	d1eexb_	100.000	178	0	0	22	199	1	178	1.14e-130	359
6O55,A,1.70,1,	d3orsa_	51.613	155	75	0	14	168	4	158	3.42e-41	131
5HT9,A,1.87,1,	d4iaua_	32.468	77	49	1	7	83	87	160	3.07e-10	48.1
5HT9,A,1.87,1,	d4iaua_	35.849	53	25	2	11	58	8	56	4.66e-04	31.6
5GMB,A,1.62,1,	d3n4ja_	27.673	159	103	5	9	165	3	151	2.86e-05	37.0
5V01,A,1.30,1,	d2a9sa1	42.500	120	65	1	21	136	10	129	7.13e-23	84.7
5XKR,A,1.38,1,	d1p6oa_	29.000	100	64	4	9	102	7	105	1.07e-04	35.0
5C8Q,B,1.90,1,	d3czza_	24.828	145	60	3	8	151	2	98	1.96e-09	47.4
5NQ6,A,2.40,1,	d3g0ma_	34.400	125	82	0	18	142	8	132	1.45e-19	74.7
5V10,A,1.90,1,	d3r87a_	26.515	132	91	4	11	140	3	130	3.36e-08	44.3
6Q8U,C,1.99,2,	d1xbia1	60.504	119	43	2	4	122	1	115	5.15e-45	137
6I41,A,1.90,1,	d3ivva_	100.000	140	0	0	5	144	1	140	2.67e-103	286
5KZZ,A,1.33,1,	d1ijya_	27.679	112	72	6	15	122	3	109	3.93e-05	35.4
5A6T,B,1.65,2,	d4ac7b_	100.000	122	0	0	5	126	1	122	2.20e-86	242
5YM6,A,1.80,1,	d2j97a_	34.722	72	47	0	38	109	27	98	3.74e-12	53.1
6C4Q,A,1.16,1,	e1n13.1B	34.615	52	34	0	47	98	7	58	0.008	28.5
6HBB,A,1.20,1,	d1jo0a_	37.143	35	22	0	51	85	33	67	6.05e-04	30.8
6A77,A,2.00,1,	d1u2ha_	27.174	92	64	2	3	91	4	95	6.25e-07	38.9
4ZAI,A,1.95,1,	d3tn2a_	22.414	58	43	1	14	71	12	67	0.003	28.5
5KVR,A,1.36,1,	d2we5a_	33.333	72	47	1	5	76	237	307	0.003	29.3
5ZWS,A,2.00,1,	d1t8ka_	44.776	67	37	0	10	76	6	72	1.78e-15	60.1
4Y2M,A,1.40,1,	d1cc8a_	32.759	58	37	2	3	59	7	63	2.12e-05	33.5
5HG2,A,1.80,1,	d3fila_	90.741	54	5	0	3	56	3	56	3.38e-30	95.5
5NW3,A,0.59,1,	d1yk4a_	86.538	52	7	0	2	53	1	52	5.80e-31	97.1
6BHF,A,2.09,1,	d3ui4a_	36.082	97	47	4	160	251	11	97	4.05e-10	50.8
5F5N,A,1.30,1,	d3lasa_	35.556	45	29	0	147	191	5	49	0.008	31.2
5JZM,A,1.87,1,	d2rk3a_	24.031	129	75	3	71	198	7	113	6.27e-06	40.4
6IBE,A,1.45,1,	d1h4ra1	28.972	107	68	1	91	189	5	111	1.10e-11	55.5
6CKT,A,1.80,1,	d3rssa1	28.000	50	36	0	4	53	1	50	0.009	31.6
5EX2,A,1.29,1,	d2wfia_	24.457	184	73	8	33	201	17	149	5.57e-04	34.7
5I32,A,1.18,1,	d2f2ba_	34.310	239	128	6	44	257	6	240	2.63e-22	87.8
5C22,A,2.30,1,	d1vf7a_	32.203	59	40	0	5	63	17	75	2.62e-04	35.8
6QX6,A,1.65,1,	d3i94a_	28.646	192	122	5	61	247	60	241	3.12e-19	79.3
5H28,A,1.50,1,	d4duia_	26.000	150	73	5	78	225	35	148	1.24e-04	36.2
5Y41,A,2.05,1,	d1fcya_	26.840	231	164	4	37	265	8	235	2.64e-24	92.8
6HXG,B,1.90,2,	d1xm3a_	37.500	64	37	2	188	251	159	219	3.04e-06	42.0
4ZG5,A,1.90,1,	d2wqka_	40.891	247	138	4	3	247	3	243	1.34e-60	187
4ZBO,A,1.40,1,	d3c8wa1	25.725	276	143	14	9	265	18	250	1.54e-05	39.7
5YLT,A,1.69,1,	d2f69a2	97.076	171	0	1	91	261	1	166	4.67e-123	342
5YLT,A,1.69,1,	d2f69a1	100.000	78	0	0	13	90	1	78	1.41e-54	166
5UJD,A,2.10,1,	d1vk1a_	31.343	67	45	1	12	77	10	76	0.002	33.5
5B2A,O,1.60,1,	d2i5vo_	97.561	246	6	0	6	251	1	246	2.06e-166	454
5SV5,A,1.00,1,	d1nqja_	44.086	93	47	2	12	104	7	94	2.08e-22	79.0
5ELL,A,1.80,1,	d3ojca1	62.931	116	43	0	1	116	1	116	3.85e-53	162
5FUK,A,1.55,1,	d2ciwa1	27.570	214	131	6	4	196	17	227	6.91e-17	72.8
4XKB,A,1.50,1,	d1z3xa2	56.463	147	64	0	83	229	1	147	2.00e-58	177
5BNF,A,2.30,1,	d3f6ya_	54.978	231	102	2	1	230	6	235	2.50e-93	268
5MUE,A,2.40,1,	d1r5la2	100.000	185	0	0	44	228	1	185	4.62e-139	382
5MUE,A,2.40,1,	d1r5la1	100.000	43	0	0	1	43	24	66	2.59e-28	97.4
5A65,A,1.98,1,	d3bhda_	74.766	214	51	1	3	216	1	211	8.27e-114	319
5X88,A,1.76,1,	d3qpaa_	51.190	168	80	2	23	189	16	182	9.32e-56	170
5CSR,A,1.94,1,	d2vxna_	32.857	70	42	2	54	119	58	126	1.94e-06	42.0
5ZW4,A,1.70,1,	d3u81a_	29.060	117	77	3	55	165	58	174	4.64e-07	43.5
6S08,A,2.03,1,	d1lsla1	48.980	49	25	0	5	53	3	51	9.94e-10	47.8
6BTD,A,1.55,1,	d2v9la_	25.301	83	62	0	125	207	180	262	0.006	31.2
6ANY,A,2.25,1,	d4aiwa_	31.852	135	71	5	49	179	26	143	2.01e-12	57.4
5DAG,A,1.60,1,	d1ah7a_	40.476	42	25	0	45	86	177	218	1.70e-05	38.9
5WIR,A,2.10,2,	d3bqoa_	97.549	204	0	1	2	205	1	199	1.04e-148	406
6NCH,A,2.00,1,	d2fvva1	28.767	73	49	1	77	149	24	93	4.67e-05	36.6
5Z2V,A,2.20,1,	d3vdpa_	47.959	196	101	1	3	197	2	197	2.97e-64	192
5HGJ,A,1.40,1,	d1mf7a_	31.443	194	122	5	3	193	7	192	2.73e-23	87.0
4Z79,A,1.54,1,	d1io0a_	50.311	161	80	0	21	181	6	166	7.27e-50	154
5CDK,A,1.50,1,	d3osxa_	52.747	182	86	0	2	183	5	186	4.77e-66	196
5ZN8,A,2.00,1,	d3mcwa_	27.612	134	80	3	29	162	33	149	4.03e-05	37.0
5B74,A,2.04,1,	d1o7ja_	25.862	174	117	6	3	165	5	177	6.97e-12	57.4
6MS4,A,2.00,1,	d2cx1a2	25.926	162	104	7	26	177	23	178	1.74e-11	55.1
5IXG,A,1.60,1,	d1wuba_	32.530	166	105	4	4	168	3	162	2.22e-23	85.9
5L09,A,2.00,1,	d1l3la2	23.077	104	76	2	26	128	31	131	1.64e-05	38.1
4YFB,A,1.75,1,	e1gk9.1A	24.793	121	78	3	7	127	2	109	2.68e-05	37.7
6AHW,A,1.56,1,	d3n4ja_	75.862	87	16	1	82	163	1	87	1.54e-45	142
6AHW,A,1.56,1,	d3n4ja_	68.493	73	23	0	2	74	88	160	6.99e-35	114
5A51,A,1.60,1,	d1tjxa_	30.682	88	52	3	18	96	25	112	0.002	32.0
5D0E,A,1.48,1,	d1fx2a_	28.230	209	106	5	9	174	13	220	2.78e-17	71.6
5AG8,A,1.90,1,	d1ti6b1	35.714	42	22	2	131	167	26	67	0.008	28.9
5NON,A,1.85,1,	d4a8ua_	31.579	95	62	3	41	133	30	123	8.31e-07	41.2
5ZHO,A,1.40,1,	d4aiwa_	30.000	50	33	1	26	73	39	88	0.009	29.6
6PHE,A,2.10,1,	d2xw6a_	46.552	116	62	0	19	134	4	119	1.61e-38	123
6B6M,A,1.91,1,	d1dwka2	86.957	69	9	0	88	156	2	70	1.54e-43	133
5CVW,A,1.25,1,	d1kapp1	36.905	84	30	2	1	84	87	147	2.29e-05	37.4
6FB0,A,2.15,1,	d1t9ia_	93.464	153	10	0	1	153	1	153	2.50e-104	290
5Z59,A,1.70,1,	d3s4ea_	25.000	100	71	1	46	145	45	140	7.54e-08	43.5
5YI7,A,1.70,1,	d2e9xa1	40.541	37	22	0	40	76	3	39	0.007	29.6
5GYR,A,1.60,1,	d2ykza_	30.233	129	81	4	5	131	5	126	1.65e-17	68.2
5MAW,E,1.50,2,	d1orja_	25.410	122	81	5	4	118	1	119	4.64e-07	40.8
5MAW,E,1.50,2,	d1u7ga_	39.286	28	17	0	59	86	71	98	0.006	30.0
6A4X,A,1.63,1,	d1nkia_	29.268	123	68	3	4	120	1	110	1.90e-05	36.6
6CO2,C,2.49,2,	d2g3ra1	100.000	53	0	0	5	57	1	53	3.33e-35	110
5FFI,A,2.17,1,	d3wcqa_	33.962	53	24	2	27	68	25	77	2.62e-04	32.7
5DIK,A,1.90,1,	d1vkea_	35.632	87	53	1	38	121	24	110	9.71e-12	52.8
5B4Y,B,1.90,1,	d2fcwb1	47.368	38	20	0	6	43	1	38	3.11e-07	38.1
5B4Y,B,1.90,1,	d2fcwb1	45.714	35	19	0	45	79	1	35	4.55e-07	37.7
6A2Q,A,1.48,1,	d3k2za2	46.729	107	54	2	15	118	20	126	2.74e-26	90.1
6DGG,A,1.50,1,	d1nwza_	41.935	31	18	0	13	43	33	63	0.005	29.3
5V03,B,1.58,1,	d4j9yb_	91.753	97	0	1	2	98	1	89	6.36e-58	168
6FC6,A,1.80,1,	d2e3ha1	35.714	70	44	1	9	78	2	70	2.48e-10	47.4
6IEW,A,1.50,1,	d1oaia_	28.070	57	41	0	2	58	1	57	7.47e-06	35.4
5H3G,A,1.60,1,	d2cb8a_	51.899	79	38	0	7	85	2	80	1.18e-25	86.3
6BYY,A,2.30,1,	d1egwa_	100.000	71	0	0	2	72	1	71	6.34e-50	147
6H7B,A,1.89,1,	d1i2ta_	44.068	59	33	0	31	89	2	60	1.12e-10	47.8
5GMU,A,1.80,1,	d2d8da1	44.872	78	43	0	6	83	3	80	6.11e-22	76.6
5HUB,A,1.06,1,	d2d8da1	37.838	37	23	0	14	50	3	39	0.001	29.6
5SVH,A,2.05,1,	d4i9oa_	98.718	78	1	0	3	80	1	78	1.33e-55	161
5FVK,A,1.66,1,	d2v6xa_	100.000	80	0	0	1	80	3	82	6.87e-56	162
5XWE,A,1.80,1,	d1v6pa_	42.373	59	34	0	24	82	3	61	1.02e-13	55.1
6BA5,M,1.62,3,	d1i71a_	39.241	79	47	1	4	82	2	79	3.90e-18	66.6
6EA3,A,1.65,1,	d2pstx_	49.180	61	31	0	15	75	1	61	4.27e-19	68.6
5W3X,B,2.00,2,	d2ayda_	46.774	62	30	1	18	79	16	74	9.89e-17	62.8
6K7C,A,1.15,1,	d4eada2	46.429	28	15	0	28	55	115	142	0.007	28.1
5KDO,G,1.90,3,	d3v5wg_	41.667	48	28	0	19	66	9	56	1.57e-10	46.6
5VDE,A,1.65,1,	d1cc8a_	100.000	72	0	0	2	73	1	72	1.99e-50	147
5D14,A,1.00,1,	d3tn2a_	29.412	34	24	0	27	60	30	63	2.72e-04	30.8
5B1N,A,1.33,1,	d2c2aa1	40.000	50	28	1	14	63	20	67	2.94e-04	30.8
4YDX,A,1.60,1,	d1cc8a_	42.623	61	33	1	3	61	6	66	2.06e-09	43.9
5XQP,A,1.00,1,	d1ucsa_	61.667	60	23	0	4	63	4	63	2.47e-19	68.6
6O19,A,1.60,1,	d1zmec1	38.710	31	19	0	14	44	3	33	0.002	27.3
6MG6,A,2.10,1,	d2w1va_	29.066	289	172	10	13	293	7	270	1.75e-29	108
5FIU,A,1.84,1,	d2q6ka1	39.227	181	88	2	10	190	5	163	2.88e-36	122
5FIU,A,1.84,1,	d2q6ka2	37.634	93	49	4	204	296	1	84	1.69e-07	43.1
5Z5M,A,1.85,1,	d1f86a_	27.193	114	75	3	183	295	3	109	1.87e-04	35.0
5C0P,A,1.53,1,	d3cu9a_	25.000	244	146	8	24	250	22	245	3.17e-11	57.4
5JYS,A,1.90,1,	d4aiwa_	40.816	147	76	6	159	296	4	148	6.77e-27	98.2
5V85,A,2.00,1,	d2dt8a_	23.944	213	153	3	20	229	1	207	2.69e-20	83.6
5OVO,A,1.55,1,	d2woea_	62.369	287	108	0	5	291	3	289	9.75e-129	363
5CYF,A,1.98,1,	d3uawa_	25.248	202	118	9	81	278	51	223	0.002	33.1
5UBA,A,1.54,1,	d1vioa2	24.468	94	55	2	9	102	43	120	0.001	34.3
5EKZ,A,2.00,1,	d1lfpa_	31.687	243	148	6	60	294	3	235	7.80e-33	116
5VIA,A,1.76,1,	d3m5qa_	25.362	138	98	2	51	188	70	202	0.005	32.3
5KZK,A,2.28,1,	d3n4ja_	35.294	68	36	2	216	281	93	154	3.40e-04	35.0
5F23,A,1.50,1,	d1kqpa_	48.327	269	131	3	12	280	2	262	2.88e-81	241
5HTF,A,2.10,1,	d3ui4a_	36.458	96	46	3	119	205	8	97	1.04e-11	55.5
4ZLR,A,2.30,1,	d1rwia_	23.558	208	129	9	27	224	54	241	2.64e-07	45.1
4ZLR,A,2.30,1,	d1rwia_	27.132	129	71	6	105	224	1	115	0.001	34.3
5VUG,A,1.50,1,	d1vd6a_	37.209	43	27	0	11	53	2	44	0.010	31.2
5V6B,A,1.90,1,	d1zata2	34.146	41	26	1	24	63	5	45	0.001	32.7
